f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,actual_return
0.1049812086573127,-0.9861152455854606,0.9061982485221076,0.04367549461401322,-0.0293268017870832,1.5741323484281795,0.05704710203707351,0.06726130760152138,0.04593845541316352,0.07610889162024603,0.05819289883121314,0.0659351504435467,0.04827714002940753,0.053394794660897985,0.06918215034591353,0.06528135067681597,0.05983956719562482,0.06715535968941216,0.05119934388957791,0.06357057267688279,0.07617823181597731,0.05196140078754628,0.05488124928212822,-0.028028724352175405
0.3395861303676785,-0.6945250719112722,1.7441687553837082,0.13310036326744373,0.12294058619599808,2.5892147293244094,0.1547658507612612,0.09406643607974824,0.11822796739128559,0.09092879363761147,0.13040120114679232,0.14315445822623843,0.1328018374755967,0.138834942304835,0.11712238864112785,0.1022632714143406,0.10831213749430857,0.10436990238228708,0.10027675323017983,0.0975671100744358,0.09884362126430446,0.1309196050978215,0.10938292533061297,-0.07128494311567224
0.009436100740862511,0.9406400559575236,-0.08281634015872222,-0.0002735774345236465,0.051778925450961084,3.532802253041611,0.003162295332021805,0.0029208806916520232,0.002319223363539745,0.0022297179115898123,0.0026804508196856115,0.003232276500255145,0.0022771246130936446,0.0024854539044218285,0.003687118003419943,0.003234411080729191,0.0026599878051795753,0.0036908841525957405,0.002791866547899061,0.002795478341339499,0.0024064599347715823,0.002394158874482067,0.002666733020173335,0.054141284726213046
0.08818041971028946,-0.41673994650876595,0.311888705967196,0.041000028901498294,0.1610906574309042,3.12363685281328,0.04438595868299908,0.04951017094845078,0.06257888937613697,0.06140903300307692,0.05488683667216429,0.0644272264736886,0.05656454087334508,0.0541232822689764,0.06742507212601422,0.05792004132407565,0.04848048913316727,0.0469209167898152,0.06039253390719296,0.04491286458921774,0.037469774268263374,0.06457014124637946,0.0620550937645139,0.028217399999452164
0.06936357978893064,-0.8065056459225677,0.21516767688410932,0.028646864133538362,0.007611481441173363,3.468241620202562,0.0309823140695562,0.030459181372194232,0.02365161948531102,0.030248634939069895,0.03224594437500099,0.03339113476850339,0.02352273874880386,0.0377889219508185,0.0377451685620902,0.03646644533395588,0.021630146601396515,0.03244129175444107,0.02424051846793784,0.030149774933196236,0.03744018916204944,0.025033565806089064,0.021692014965393417,0.019475506312025326
-0.04837308003605523,-1.0071988203311149,-0.6263616385249438,-0.005838184483722431,-0.05601026133892037,0.9567919740483335,-0.025604448482102218,-0.02289611990786597,-0.03299348856950314,-0.025507432885041315,-0.023294389713966024,-0.02234414585986124,-0.03182309736392369,-0.023687495569676472,-0.020962958488172527,-0.025766431253226287,-0.029895498397331747,-0.019590871966320575,-0.02027161496247487,-0.03247443194926532,-0.019992398314061632,-0.03310160330807916,-0.024398100847567033,0.024367185414245318
0.01707194843801484,-0.771506540578839,0.6015636777137123,0.010356859899819009,-0.01760833869022875,3.094608502556964,0.008177141608483748,0.01001537833655945,0.008556407139164484,0.008015293938692025,0.007434822139752645,0.012593113834273577,0.01119518159390419,0.010819342171071363,0.00999155830211207,0.012017002418760374,0.012130623744926615,0.008921389266781534,0.010437488524620028,0.012485010627312113,0.01230885775323943,0.012405696037065974,0.011795406762282478,-0.017239133117966543
0.07128584044395703,-0.15104471896768717,-0.17144734036646161,0.018527277952079535,0.14509524188879175,1.7466126901222472,0.03226499781378473,0.029207397420648262,0.03664842867107326,0.04116657632966172,0.04826636801748338,0.04252152144455463,0.03819194370045491,0.03035595837183722,0.030205495253119646,0.040838753317444895,0.030127999115459454,0.03482425182051445,0.029894303613323,0.048104846484355965,0.03015924979366435,0.03621720142737679,0.04100054938694909,0.007220691816033797
0.10004673622450436,-0.7339828956189074,1.4825585915230177,0.08188241014103877,0.061201785896589325,3.3188789544652946,0.07874136179980755,0.08483315450278724,0.057236600794603555,0.0849536179983704,0.04789300078106975,0.04987092394874995,0.08544814821623803,0.07627607434432705,0.06322031724221741,0.05655435939487796,0.05360718578479749,0.05181556957961271,0.07524773227889997,0.07693123411575542,0.06520316855781749,0.06993486188579894,0.06216111531971213,-0.07387808659127781
0.07864032248774418,-0.16269991796261102,0.09015964564146106,0.029694679761128114,0.20532271486345324,3.2592573157691285,0.04662001581921245,0.05192391158812914,0.03269733566280372,0.0584370357951433,0.03905126896046164,0.05254989134665865,0.04167976174140948,0.05617309790134873,0.03473341676887521,0.03317591006863749,0.056239930868362896,0.040325123511311727,0.04514222955146111,0.041256670791746754,0.03552365148208155,0.04057443916603342,0.05420593767212246,0.0048039970756919015
